customer_id,city,age,gender,recency_days,frequency,monetary,avg_order_value,days_as_customer,num_categories,num_returns,promo_used,avg_rating_given,mobile_orders_pct,last_category,true_segment
CUST10135,Madurai,38,Male,60,9,16841.3,1871.26,663,2,0,1,3.5,70,Fashion,Loyal
CUST10136,Mumbai,21,Male,63,11,10505.12,955.01,341,4,1,5,3.6,50.1,Electronics,Loyal
CUST10137,Delhi,22,Female,229,2,2142.92,1071.46,383,3,0,0,3.1,53.6,Fashion,Lost
CUST10138,Bengaluru,52,Female,265,1,902.12,902.12,935,3,0,2,4.6,83.1,Electronics,Lost
CUST10139,Trichy,24,Male,286,1,2549.89,2549.89,435,2,0,2,3.6,63.3,Fashion,Lost
CUST10140,Kochi,21,Female,59,8,13479.92,1684.99,955,5,1,3,4.4,64.9,Home,Loyal
CUST10141,Coimbatore,47,Female,3,7,8783.95,1254.85,782,3,1,4,2.7,61,Fashion,Loyal
CUST10142,Bengaluru,38,Male,69,8,9362.8,1170.35,136,3,0,3,3.2,85.2,Electronics,Loyal
CUST10143,Madurai,24,Female,102,5,7494.15,1498.83,759,3,1,2,4.5,74.6,Grocery,AtRisk
CUST10144,Madurai,36,Male,16,16,22012.93,1375.81,757,6,1,4,4.5,41.3,Home,Champions
CUST10145,Chennai,23,Female,76,4,11055.38,2763.84,727,5,1,4,2.8,45.5,Fashion,Loyal
CUST10146,Mumbai,46,Male,1,21,17787.05,847,557,5,2,3,4,65.1,Fashion,Champions
CUST10147,Mumbai,46,Male,35,14,8784.25,627.45,318,1,2,3,4.1,52.1,Grocery,Loyal
CUST10148,Chennai,40,Female,171,2,2468.811798,672.1,1004,3,0,4,3.2,21.8,Electronics,Lost
CUST10149,Coimbatore,38,Male,20,21,27669.75,1317.61,570,5,0,0,4.1,50.1,Home,Champions
CUST10150,Pune,53,Female,122,4,9652.26,2413.06,335,2,1,2,2.5,59.4,Home,AtRisk
CUST10151,Coimbatore,34,Male,241,2,1909.01,954.5,737,4,2,3,3.1,57,Home,Lost
CUST10152,Chennai,21,Male,50,3,15191.41,5063.8,377,2,1,2,4.3,79.4,Fashion,Loyal
CUST10153,Bengaluru,39,Male,67,5,3300.17,660.03,315,2,0,2,3.8,20.3,Beauty,AtRisk
CUST10154,Trichy,57,Male,364,2,2305.4,1152.7,487,6,0,3,3.9,49.6,Sports,Lost
CUST10155,Coimbatore,23,Female,337,1,200,200,400,5,1,3,3.7,80.9,Fashion,Lost
CUST10156,Delhi,30,Male,36,9,11781.93148,734.21,326,5,1,3,4.2,51.6,Fashion,Loyal
CUST10157,Hyderabad,39,Female,10,17,41720.95,2454.17,842,5,1,1,4.3,40.8,Home,Champions
CUST10158,Coimbatore,33,Female,42,12,28657.62,2388.13,566,3,1,0,4.4,51.4,Home,Champions
CUST10159,Delhi,23,Female,185,5,4883.79,976.76,976,2,0,4,3.9,73.9,Grocery,AtRisk
CUST10160,Bengaluru,46,Male,155,2,9456.05,4728.02,344,3,2,1,3.5,59.9,Sports,AtRisk
CUST10161,Delhi,60,Female,177,8,7159.28,894.91,82,3,2,1,3.4,50.5,Electronics,AtRisk
CUST10162,Delhi,36,Male,6,6,12396.92,2066.15,645,6,1,1,3,74.6,Grocery,Loyal
CUST10163,Mumbai,24,Male,9,20,25347.25,1267.36,1157,1,1,5,3.5,72.5,Electronics,Champions
CUST10164,Chennai,18,Male,136,5,7677.93,1535.59,759,3,1,3,3.3,39.7,Electronics,AtRisk
CUST10165,Hyderabad,37,Male,36,3,3372.17,1124.06,1565,2,0,3,5,66.9,Electronics,AtRisk
CUST10166,Madurai,46,Male,181,1,5051.98,5051.98,700,5,0,4,3,39,Grocery,AtRisk
CUST10167,Coimbatore,39,Female,30,7,12530.03,1790,671,6,0,2,4.6,88.4,Grocery,Loyal
CUST10168,Chennai,34,Male,34,14,4756.8,339.77,30,4,2,5,3.6,89.6,Electronics,Loyal
CUST10169,Mumbai,28,Male,38,11,10235.9,930.54,728,4,0,0,3.6,59.2,Home,Loyal
CUST10170,Delhi,22,Female,26,7,13022.8,1860.4,651,4,0,0,4.1,86.3,Grocery,Loyal
CUST10171,Chennai,43,Male,30,8,13714.91,1714.36,478,4,1,0,2.7,49.9,Fashion,Loyal
CUST10172,Mumbai,44,Male,11,21,34032.69,1620.6,559,5,0,3,3.2,62.2,Electronics,Champions
CUST10173,Coimbatore,18,Male,45,8,11182.77,1397.85,580,4,0,4,2.8,53.3,Electronics,Loyal
CUST10174,Delhi,51,Female,6,22,26733.44,1215.16,546,4,1,2,3.5,64.5,Grocery,Champions
CUST10175,Chennai,40,Male,15,10,26853.14076,1470.76,1227,5,1,2,3.1,66.3,Home,Loyal
CUST10176,Delhi,49,Male,85,1,5580.41,5580.41,489,1,1,5,4.9,64.9,Home,AtRisk
CUST10177,Bengaluru,19,Male,83,11,11958.58533,1051.16,651,4,1,1,3.3,63.2,Electronics,Loyal
CUST10178,Kochi,19,Female,89,7,3855.26,550.75,479,4,1,3,1.9,67.5,Sports,AtRisk
CUST10179,Chennai,32,Female,126,4,1813.58,453.4,835,4,0,1,3.5,90.1,Fashion,AtRisk
CUST10180,Madurai,40,Female,175,4,4723.75,1180.94,653,3,1,5,4.4,24.8,Home,AtRisk
CUST10181,Chennai,54,Male,299,1,390.5,390.5,516,4,0,4,5,100,Electronics,Lost
CUST10182,Kochi,42,Male,23,20,28024.20748,2147.21,30,2,0,0,3.6,58,Grocery,Champions
CUST10183,Pune,31,Male,162,6,9385.72,1564.29,673,1,0,2,3.4,63.4,Grocery,AtRisk
CUST10184,Coimbatore,23,Male,156,2,2907.405644,1454.73,507,5,0,0,3.8,91.6,Home,Lost
CUST10185,Delhi,48,Male,344,2,1336.25,668.12,582,2,0,4,4.1,77.1,Grocery,Lost
CUST10186,Hyderabad,23,Male,17,17,51766.21253,1645.22,245,3,0,7,2.9,75.7,Fashion,Champions
CUST10187,Mumbai,52,Female,59,16,12054.61,753.41,1030,2,1,0,3.6,89.9,Fashion,Loyal
CUST10188,Mumbai,31,Female,8,23,33603.98,1461.04,857,6,1,0,3.8,61.7,Books,Champions
CUST10189,Coimbatore,51,Male,156,4,6147.93,1536.98,1029,3,0,3,3.8,83.4,Fashion,AtRisk
CUST10190,Chennai,41,Female,108,6,9435.73,1572.62,944,3,3,2,3.7,39.8,Electronics,AtRisk
CUST10191,Pune,32,Male,93,4,13006.62,3251.66,778,5,1,2,3.1,73.4,Fashion,Loyal
CUST10192,Pune,28,Male,107,5,6447.55,1289.51,257,7,2,0,4.1,76.2,Fashion,AtRisk
CUST10193,Delhi,30,Female,134,5,4088.23,817.65,1153,4,1,3,3.8,87.9,Electronics,AtRisk
CUST10194,Madurai,39,Male,68,10,15708,1570.8,322,3,0,4,3.8,79.2,Home,Loyal
CUST10195,Madurai,35,Male,252,2,1383.68,691.84,519,5,3,8,2.9,69.1,Grocery,Lost
CUST10196,Delhi,27,Male,365,2,2166.44,1083.22,812,1,2,5,4.3,58.6,Fashion,Lost
CUST10197,Pune,32,Female,22,18,21963.16,1220.18,827,4,1,0,3,58.4,Books,Champions
CUST10198,Pune,35,Female,115,2,9194.05,4597.02,772,6,0,2,5,58.6,Home,AtRisk
CUST10199,Hyderabad,18,Male,50,9,9297.13,1033.01,480,4,0,4,2.9,39,Home,Loyal
CUST10200,Delhi,39,Female,156,3,6530.82,2176.94,418,4,1,1,4.4,99.9,Grocery,AtRisk
CUST10201,Chennai,23,Female,287,1,1614.33,1614.33,1360,4,0,4,2.3,85,Grocery,Lost
CUST10202,Chennai,21,Female,354,2,2417.59,1208.8,588,3,1,4,2,70.1,Electronics,Lost
CUST10203,Pune,18,Female,33,13,10052.71,773.29,551,4,1,5,3.4,81.3,Home,Loyal
CUST10204,Mumbai,18,Male,51,11,9324.41,847.67,386,5,0,4,2,80.1,Sports,Loyal
CUST10205,Chennai,19,Male,52,12,10671.21,889.27,673,3,1,3,4.4,45.1,Electronics,Loyal
CUST10206,Chennai,26,Male,214,6,12947.93016,1400.77,659,1,1,1,3.8,77.7,Beauty,AtRisk
CUST10207,Delhi,55,Female,1,16,32024.71,2001.54,595,4,0,0,4.9,90.4,Grocery,Champions
CUST10208,Chennai,28,Female,144,4,3329.18,832.3,715,7,1,3,3.7,51.4,Fashion,AtRisk
CUST10209,Chennai,36,Female,21,17,30200.75,1776.51,1129,3,1,2,4,34.3,Sports,Champions
CUST10210,Mumbai,38,Female,35,11,17704.94,1609.54,421,1,1,2,3.6,41.8,Electronics,Loyal
CUST10211,Delhi,35,Female,61,7,14290.9,2041.56,613,5,1,5,3.1,63.1,Fashion,Loyal
CUST10212,Delhi,33,Female,273,1,1948.88,1948.88,406,6,0,5,3.5,40.6,Sports,Lost
CUST10213,Coimbatore,21,Female,29,7,12394.65482,1228.13,688,4,0,0,2.8,61.6,Grocery,AtRisk
CUST10214,Delhi,50,Female,17,14,7475.64,533.97,429,6,5,2,4.1,51.9,Grocery,Loyal
CUST10215,Coimbatore,54,Male,33,9,27547.95,3060.88,442,5,1,2,3.6,65,Home,Champions
CUST10216,Madurai,18,Male,125,10,8672.22,867.22,162,5,0,3,3.7,54.8,Electronics,AtRisk
CUST10217,Delhi,23,Male,77,12,7476.373615,799.85,629,3,1,0,5,64.3,Fashion,Loyal
CUST10218,Delhi,31,Female,116,6,6724.42,1120.74,729,4,1,0,3.5,77.1,Books,AtRisk
CUST10219,Hyderabad,23,Male,284,4,2198.6,549.65,1158,3,0,2,4.1,45.8,Fashion,Lost
CUST10220,Delhi,40,Female,127,8,3982.69,497.84,741,3,2,4,3.8,70.6,Grocery,AtRisk
CUST10221,Mumbai,26,Male,90,6,5884.98,980.83,465,3,0,3,4.7,48,Fashion,AtRisk
CUST10222,Chennai,58,Male,67,4,7528.23,1882.06,192,4,1,4,4,64.9,Beauty,AtRisk
CUST10223,Bengaluru,47,Female,365,1,1680.608951,1298.14,234,2,1,3,3.6,63.4,Books,Lost
CUST10224,Coimbatore,36,Male,365,2,2193.59,1096.8,211,5,0,5,5,72.1,Electronics,Lost
CUST10225,Coimbatore,45,Male,139,5,6586.43,1317.29,1163,2,1,5,3.1,68.7,Grocery,AtRisk
CUST10226,Trichy,46,Male,56,13,13491.07,1037.77,686,3,1,1,3.6,89.8,Beauty,Loyal
CUST10227,Bengaluru,28,Male,39,14,8373.97,598.14,425,4,1,4,4.5,64.5,Beauty,Loyal
CUST10228,Pune,25,Female,41,11,9098.64,827.15,312,2,0,4,3.1,52.4,Fashion,Loyal
CUST10229,Delhi,35,Male,106,9,7502.71,833.63,343,1,2,8,4.4,83.6,Fashion,AtRisk
CUST10230,Hyderabad,43,Female,143,4,8530.61,2132.65,417,3,0,1,3.4,71.6,Fashion,AtRisk
CUST10231,Mumbai,36,Male,21,17,23985.94,1410.94,995,1,1,2,4.6,82.7,Home,Champions
CUST10232,Mumbai,18,Female,42,14,17379.84,1241.42,591,5,2,0,4.6,62.6,Books,Loyal
CUST10233,Bengaluru,25,Male,28,11,9546.5,867.86,166,2,0,1,3.7,38.8,Grocery,Loyal
CUST10234,Coimbatore,33,Female,365,1,3105.09,3105.09,1293,6,0,3,3,100,Electronics,Lost
CUST10235,Delhi,33,Female,93,3,4378.88,1459.63,258,3,4,3,3.5,52.9,Electronics,AtRisk
CUST10236,Madurai,56,Male,177,3,3112.31,1037.44,423,4,3,4,3.8,41.8,Sports,AtRisk
CUST10237,Chennai,19,Female,68,9,15818.67,1757.63,993,1,1,4,4.5,79.3,Grocery,Loyal
CUST10238,Delhi,40,Female,160,5,5906.15,1181.23,725,4,1,2,4.1,46.1,Home,AtRisk
CUST10239,Chennai,50,Male,25,10,17021.29,1702.13,459,3,1,2,4.2,57.2,Home,Loyal
CUST10240,Kochi,59,Male,245,3,5731.009969,1725.21,231,2,0,1,4.1,67.5,Sports,AtRisk
CUST10241,Kochi,30,Female,21,21,22895.76,1090.27,310,4,0,1,4.5,62.1,Fashion,Champions
CUST10242,Pune,39,Female,111,8,7964.62,995.58,328,3,0,2,3.6,57.7,Fashion,AtRisk
CUST10243,Bengaluru,40,Male,59,10,16090.94367,906.62,602,3,0,3,3.9,96.8,Sports,Loyal
CUST10244,Chennai,36,Male,53,8,8440.15,1055.02,657,4,0,4,3.8,62.8,Grocery,Loyal
CUST10245,Kochi,33,Female,333,1,1432.25,1432.25,555,3,1,4,3.4,47,Electronics,Lost
CUST10246,Bengaluru,39,Female,26,15,10895.47,726.36,588,4,1,6,4.6,84.5,Electronics,Loyal
CUST10247,Kochi,18,Female,46,11,7645.49,695.04,285,3,1,1,4.6,50.5,Fashion,Loyal
CUST10248,Kochi,42,Male,154,5,3313.75,662.75,688,4,2,2,4.8,62.8,Books,AtRisk
CUST10249,Pune,35,Female,315,2,2915.32,1457.66,984,3,0,1,3.2,46.9,Fashion,Lost
