review_id,review_text,sentiment,rating,category,helpful_votes,verified,clean_text
R300090,Complete disaster of a product. Returned for a full refund. Broke on day one. Instructions make no sense. Very frustrating.,0,1,Sports,95,TRUE,complete disaster product returned full refund broke day one instructions make sense frustrating
R300091,Complete disaster of a product. Returned for a full refund. Seller sent wrong item. Customer service ignored all my emails. Horrible experience. Product useless and support nonexistent.,0,2,Electronics,44,TRUE,complete disaster product returned full refund seller sent wrong item customer service ignored emails horrible experience product useless support nonexistent
R300092,Worst purchase ever. Cheap quality and terrible customer service. Horrible experience. Product useless and support nonexistent.,0,1,Beauty,50,FALSE,worst purchase ever cheap quality terrible customer service horrible experience product useless support nonexistent
R300093,Love the design. Very comfortable. Worth every penny spent. Very satisfied customer here. Product quality is superb really. Arrived early and in perfect condition. Exactly as described online.,1,4,Clothing,30,FALSE,love design comfortable worth every penny spent satisfied customer product quality superb really arrived early perfect condition exactly described online
R300094,Fantastic product. Very well made. Delivery was quick too. Very satisfied customer here. Product quality is superb really. My whole family loves this. Would strongly recommend to everyone.,1,5,Beauty,65,TRUE,fantastic product well made delivery quick satisfied customer product quality superb really whole family loves would strongly recommend everyone
R300095,Love the design. Very comfortable. Worth every penny spent.,1,4,Electronics,40,FALSE,love design comfortable worth every penny spent
R300096,Terrible product. Broke after two weeks. Complete waste of money.,0,1,Beauty,79,FALSE,terrible product broke two weeks complete waste money
R300097,Overpriced garbage. Not worth even half the price listed. Avoid. Appalling quality. Would not recommend to my worst enemy.,0,2,Electronics,30,TRUE,overpriced garbage worth even half price listed avoid appalling quality would recommend worst enemy
R300098,"Customer service useless. Product defective. No refund offered. waste of money product arrived with missing parts terrible However, quick delivery and perfect condition. better than i expected",0,1,Kitchen,63,FALSE,customer service useless product defective refund offered waste money product arrived missing parts terrible quick delivery perfect condition better expected
R300099,"Very poor quality. Feels cheap and flimsy. Falls apart easily. Very poor quality. Feels cheap and flimsy. Falls apart easily. Absolute rubbish. Nothing like the photos. Very disappointed. However, very impressed with the quality. looks and feels premium.",0,1,Toys,33,FALSE,poor quality feels cheap flimsy falls apart easily poor quality feels cheap flimsy falls apart easily absolute rubbish nothing like photos disappointed impressed quality looks feels premium
R300100,Best purchase this year. Does everything advertised and more. Great product! Works exactly as described. Very happy with purchase. excellent quality and fast shipping. will definitely buy again.,1,4,Electronics,95,TRUE,best purchase year everything advertised great product works exactly described happy purchase excellent quality fast shipping definitely buy
R300101,Superb value for money. Product is exactly what I needed.,1,5,Sports,27,TRUE,superb value money product exactly needed
R300102,Excellent quality and fast shipping. Will definitely buy again.,1,4,Toys,2,FALSE,excellent quality fast shipping definitely buy
R300103,extremely disappointed does not work as advertised at all,0,2,Electronics,41,TRUE,extremely disappointed work advertised
R300104,Broke on day one. Instructions make no sense. Very frustrating. Falls apart after one use. Extremely fragile and overpriced.,0,1,Clothing,54,TRUE,broke day one instructions make sense frustrating falls apart one use extremely fragile overpriced
R300105,Perfect gift. Arrived on time and well packaged. Very satisfied.,1,5,Kitchen,42,TRUE,perfect gift arrived time well packaged satisfied
R300106,Very satisfied customer here. Product quality is superb really. perfect gift. arrived on time and well packaged. very satisfied. Five star product. Would buy again without any hesitation.,1,4,Kitchen,96,TRUE,satisfied customer product quality superb really perfect gift arrived time well packaged satisfied five star product would buy without any hesitation
R300107,Colors faded after first wash. Material is low quality garbage.,0,1,Toys,50,TRUE,colors faded first wash material low quality garbage
R300108,Seller sent wrong item. Customer service ignored all my emails.,0,1,Sports,28,TRUE,seller sent wrong item customer service ignored emails
R300109,Works perfectly. Easy to set up. No complaints whatsoever. love the design. very comfortable. worth every penny spent. Love the design Very comfortable Worth every penny spent,1,5,Kitchen,36,FALSE,works perfectly easy set complaints whatsoever love design comfortable worth every penny spent love design comfortable worth every penny spent
R300110,"My whole family loves this Would strongly recommend to everyone Great product! Works exactly as described. Very happy with purchase. However, very poor quality. feels cheap and flimsy. falls apart easil",1,5,Kitchen,35,TRUE,whole family loves would strongly recommend everyone great product works exactly described happy purchase poor quality feels cheap flimsy falls apart easil
R300111,Do not buy this. Stopped working immediately after first use. Complete disaster of a product. Returned for a full refund. Absolute trash. Listed features are completely false advertising.,0,2,Toys,45,TRUE,buy stopped working immediately first use complete disaster product returned full refund absolute trash listed features completely false advertising
R300112,Excellent quality and fast shipping. Will definitely buy again.,1,5,Kitchen,77,TRUE,excellent quality fast shipping definitely buy
R300113,Really good product for the price. Works well and feels durable. Impressed by the durability. Still working perfectly after months. Fantastic product. Very well made. Delivery was quick too.,1,4,Clothing,35,FALSE,really good product price works well feels durable impressed durability still working perfectly months fantastic product well made delivery quick
R300114,"Stopped charging after three days. Flimsy build. Total junk. Overpriced garbage. Not worth even half the price listed. Avoid. Complete junk. Returned immediately. Save your money people. However, great product! works exactly as described. very happy with p",0,1,Sports,75,FALSE,stopped charging three days flimsy build total junk overpriced garbage worth even half price listed avoid complete junk returned immediately save money people great product works exactly described happy
R300115,Quick delivery and perfect condition. Better than I expected.,1,5,Clothing,57,TRUE,quick delivery perfect condition better expected
R300116,Colors faded after first wash. Material is low quality garbage. Complete junk Returned immediately Save your money people,0,1,Beauty,71,TRUE,colors faded first wash material low quality garbage complete junk returned immediately save money people
R300117,"Really good product for the price. Works well and feels durable. Amazing product, exceeded all my expectations 5 stars easily Quick delivery and perfect condition. Better than I expected.",1,4,Sports,62,TRUE,really good product price works well feels durable amazing product exceeded expectations stars easily quick delivery perfect condition better expected
R300118,perfect gift. arrived on time and well packaged. very satisfied. My whole family loves this. Would strongly recommend to everyone.,1,4,Sports,55,FALSE,perfect gift arrived time well packaged satisfied whole family loves would strongly recommend everyone
R300119,Incredible value. Sturdy and well designed. Love it so much.,1,5,Electronics,32,TRUE,incredible value sturdy well designed love much
R300120,Complete disaster of a product. Returned for a full refund.,0,1,Kitchen,49,TRUE,complete disaster product returned full refund
R300121,Perfect gift. Arrived on time and well packaged. Very satisfied. Fantastic product. Very well made. Delivery was quick too. Good quality materials. Solid build. Would recommend to friends.,1,5,Kitchen,82,TRUE,perfect gift arrived time well packaged satisfied fantastic product well made delivery quick good quality materials solid build would recommend friends
R300122,"Horrible smell, cheap material, nothing like the description. terrible product. broke after two weeks. complete waste of money. Seller sent wrong item. Customer service ignored all my emails.",0,1,Clothing,62,TRUE,horrible smell cheap material nothing like description terrible product broke two weeks complete waste money seller sent wrong item customer service ignored emails
R300123,"Absolutely love this. Best money I have ever spent. Highly recommend! amazing product, exceeded all my expectations. 5 stars easily.",1,5,Clothing,68,TRUE,absolutely love best money ever spent highly recommend amazing product exceeded expectations stars easily
R300124,My whole family loves this. Would strongly recommend to everyone.,1,5,Books,97,TRUE,whole family loves would strongly recommend everyone
R300125,Absolutely love this. Best money I have ever spent. Highly recommend! Great value. Solid construction. Very happy with this item overall.,1,4,Sports,59,TRUE,absolutely love best money ever spent highly recommend great value solid construction happy item overall
R300126,Great value. Solid construction. Very happy with this item overall. Great value. Solid construction. Very happy with this item overall. Great product! Works exactly as described. Very happy with purchase.,1,5,Clothing,96,TRUE,great value solid construction happy item overall great value solid construction happy item overall great product works exactly described happy purchase
R300127,Excellent quality and fast shipping Will definitely buy again arrived early and in perfect condition. exactly as described online.,1,4,Beauty,86,TRUE,excellent quality fast shipping definitely buy arrived early perfect condition exactly described online
R300128,Complete junk. Returned immediately. Save your money people. Appalling quality. Would not recommend to my worst enemy. Terrible product. Broke after two weeks. Complete waste of money.,0,1,Electronics,19,FALSE,complete junk returned immediately save money people appalling quality would recommend worst enemy terrible product broke two weeks complete waste money
R300129,Absolutely love this. Best money I have ever spent. Highly recommend! Superb value for money. Product is exactly what I needed.,1,4,Beauty,4,TRUE,absolutely love best money ever spent highly recommend superb value money product exactly needed
R300130,Horrible experience Product useless and support nonexistent Very poor quality. Feels cheap and flimsy. Falls apart easily. Extremely disappointed. Does not work as advertised at all.,0,2,Clothing,45,FALSE,horrible experience product useless support nonexistent poor quality feels cheap flimsy falls apart easily extremely disappointed work advertised
R300131,Very impressed with the quality. Looks and feels premium. Very satisfied customer here. Product quality is superb really. Battery life is excellent. Much better than I expected honestly.,1,5,Books,31,TRUE,impressed quality looks feels premium satisfied customer product quality superb really battery life excellent much better expected honestly
R300132,"Amazing product, exceeded all my expectations. 5 stars easily. Superb value for money. Product is exactly what I needed.",1,4,Kitchen,23,FALSE,amazing product exceeded expectations stars easily superb value money product exactly needed
R300133,Good quality materials. Solid build. Would recommend to friends. Love the design. Very comfortable. Worth every penny spent.,1,5,Electronics,14,FALSE,good quality materials solid build would recommend friends love design comfortable worth every penny spent
R300134,Cheap plastic that smells awful. Nothing like the description.,0,2,Sports,91,TRUE,cheap plastic smells awful nothing like description
R300135,Horrible experience. Product useless and support nonexistent.,0,1,Beauty,42,TRUE,horrible experience product useless support nonexistent
R300136,Battery life is excellent. Much better than I expected honestly. Battery life is excellent. Much better than I expected honestly. Arrived early and in perfect condition. Exactly as described online.,1,5,Clothing,9,TRUE,battery life excellent much better expected honestly battery life excellent much better expected honestly arrived early perfect condition exactly described online
R300137,Misleading photos. Product much smaller than shown. Total scam. Misleading photos. Product much smaller than shown. Total scam. Complete junk. Returned immediately. Save your money people.,0,2,Sports,19,TRUE,misleading photos product much smaller shown total scam misleading photos product much smaller shown total scam complete junk returned immediately save money people
R300138,"My whole family loves this. Would strongly recommend to everyone. Amazing product, exceeded all my expectations. 5 stars easily.",1,5,Electronics,23,TRUE,whole family loves would strongly recommend everyone amazing product exceeded expectations stars easily
R300139,"Stopped charging after three days. Flimsy build. Total junk. Customer service useless. Product defective. No refund offered. However, five star product. would buy again without any hesitation.",0,1,Clothing,90,TRUE,stopped charging three days flimsy build total junk customer service useless product defective refund offered five star product would buy without any hesitation
R300140,Arrived early and in perfect condition. Exactly as described online. best purchase this year. does everything advertised and more.,1,4,Toys,94,TRUE,arrived early perfect condition exactly described online best purchase year everything advertised
R300141,Arrived damaged. Looks nothing like the listing photos at all. Extremely disappointed. Does not work as advertised at all. Complete disaster of a product. Returned for a full refund.,0,2,Books,31,TRUE,arrived damaged looks nothing like listing photos extremely disappointed work advertised complete disaster product returned full refund
R300142,"Falls apart after one use. Extremely fragile and overpriced. However, really good product for the price. works well and feels dura",0,2,Kitchen,83,TRUE,falls apart one use extremely fragile overpriced really good product price works well feels dura
R300143,Very impressed with the quality. Looks and feels premium. Absolutely love this. Best money I have ever spent. Highly recommend! Five star product. Would buy again without any hesitation.,1,5,Beauty,74,FALSE,impressed quality looks feels premium absolutely love best money ever spent highly recommend five star product would buy without any hesitation
