,ds,demand_mw,temperature,hour,dayofweek,month,is_weekend
2018-01-03 06:00:00,2018-01-03 06:00:00,23486.259592615228,2.0015374819370284,6,2,1,0
2018-01-03 07:00:00,2018-01-03 07:00:00,24311.627348205413,1.857129596573531,7,2,1,0
2018-01-03 08:00:00,2018-01-03 08:00:00,26000.0,-2.266736882058058,8,2,1,0
2018-01-03 09:00:00,2018-01-03 09:00:00,26000.0,-0.46228352976068654,9,2,1,0
2018-01-03 10:00:00,2018-01-03 10:00:00,24633.069605834953,1.7629192030053407,10,2,1,0
2018-01-03 11:00:00,2018-01-03 11:00:00,22094.01338090982,4.099867431675015,11,2,1,0
2018-01-03 12:00:00,2018-01-03 12:00:00,25171.811817749513,1.2422355314667926,12,2,1,0
2018-01-03 13:00:00,2018-01-03 13:00:00,22568.1604463428,2.7551984474625177,13,2,1,0
2018-01-03 14:00:00,2018-01-03 14:00:00,24777.36374154941,1.1797771959688452,14,2,1,0
2018-01-03 15:00:00,2018-01-03 15:00:00,24836.358158896375,1.5791525395458037,15,2,1,0
2018-01-03 16:00:00,2018-01-03 16:00:00,19335.251347190366,7.0804818953604,16,2,1,0
2018-01-03 17:00:00,2018-01-03 17:00:00,18205.00016700088,8.742219295370527,17,2,1,0
2018-01-03 18:00:00,2018-01-03 18:00:00,20080.069845807153,5.276575301987876,18,2,1,0
2018-01-03 19:00:00,2018-01-03 19:00:00,18445.160512196413,7.8659774327888226,19,2,1,0
2018-01-03 20:00:00,2018-01-03 20:00:00,19888.359185111454,5.964309327385579,20,2,1,0
2018-01-03 21:00:00,2018-01-03 21:00:00,22707.608024424346,2.9734475942245675,21,2,1,0
2018-01-03 22:00:00,2018-01-03 22:00:00,20792.77138128,4.871207472826166,22,2,1,0
2018-01-03 23:00:00,2018-01-03 23:00:00,18592.386004065076,7.092067069083546,23,2,1,0
2018-01-04 00:00:00,2018-01-04 00:00:00,22199.583384663747,2.383761713632104,0,3,1,0
2018-01-04 01:00:00,2018-01-04 01:00:00,18927.457880281887,5.611295343227571,1,3,1,0
2018-01-04 02:00:00,2018-01-04 02:00:00,26000.0,-5.570394661280922,2,3,1,0
2018-01-04 03:00:00,2018-01-04 03:00:00,22339.630426081872,2.4152370071641465,3,3,1,0
2018-01-04 04:00:00,2018-01-04 04:00:00,25109.53145488786,0.10418376931363607,4,3,1,0
2018-01-04 05:00:00,2018-01-04 05:00:00,26000.0,-1.157804096690755,5,3,1,0
2018-01-04 06:00:00,2018-01-04 06:00:00,26000.0,-0.28024862553064783,6,3,1,0
2018-01-04 07:00:00,2018-01-04 07:00:00,26000.0,-5.373484432397623,7,3,1,0
2018-01-04 08:00:00,2018-01-04 08:00:00,26000.0,-0.6511664745546978,8,3,1,0
2018-01-04 09:00:00,2018-01-04 09:00:00,25297.670003616706,1.2704328871354638,9,3,1,0
2018-01-04 10:00:00,2018-01-04 10:00:00,22316.476271699437,4.696597479914818,10,3,1,0
2018-01-04 11:00:00,2018-01-04 11:00:00,26000.0,0.4326284723515512,11,3,1,0
2018-01-04 12:00:00,2018-01-04 12:00:00,26000.0,0.486434149040079,12,3,1,0
2018-01-04 13:00:00,2018-01-04 13:00:00,24799.773036219467,2.03264790170324,13,3,1,0
2018-01-04 14:00:00,2018-01-04 14:00:00,19457.83641556105,6.302012103352594,14,3,1,0
2018-01-04 15:00:00,2018-01-04 15:00:00,20364.980524034552,5.459636573701154,15,3,1,0
2018-01-04 16:00:00,2018-01-04 16:00:00,22022.38879827399,3.7930540164712694,16,3,1,0
2018-01-04 17:00:00,2018-01-04 17:00:00,19610.056772665008,6.703272444867372,17,3,1,0
2018-01-04 18:00:00,2018-01-04 18:00:00,20528.72361387268,5.767976533891492,18,3,1,0
2018-01-04 19:00:00,2018-01-04 19:00:00,18492.21599767873,7.8476371001300205,19,3,1,0
2018-01-04 20:00:00,2018-01-04 20:00:00,22164.778523987803,3.374163311581301,20,3,1,0
2018-01-04 21:00:00,2018-01-04 21:00:00,22059.30870876753,3.836365706031683,21,3,1,0
2018-01-04 22:00:00,2018-01-04 22:00:00,22438.639481449594,3.0569194427040367,22,3,1,0
2018-01-04 23:00:00,2018-01-04 23:00:00,26000.0,-0.3421431119331233,23,3,1,0
2018-01-05 00:00:00,2018-01-05 00:00:00,20759.149056792812,3.2834933127535746,0,4,1,0
2018-01-05 01:00:00,2018-01-05 01:00:00,22728.89505301319,2.4223873601400583,1,4,1,0
2018-01-05 02:00:00,2018-01-05 02:00:00,23947.965194255514,1.062011847864739,2,4,1,0
2018-01-05 03:00:00,2018-01-05 03:00:00,25505.597568060082,-0.1555298846758124,3,4,1,0
2018-01-05 04:00:00,2018-01-05 04:00:00,26000.0,-3.58120649484884,4,4,1,0
2018-01-05 05:00:00,2018-01-05 05:00:00,26000.0,-1.39104774315651,5,4,1,0
2018-01-05 06:00:00,2018-01-05 06:00:00,26000.0,-1.2953885875796318,6,4,1,0
2018-01-05 07:00:00,2018-01-05 07:00:00,26000.0,-2.339010098520488,7,4,1,0
2018-01-05 08:00:00,2018-01-05 08:00:00,26000.0,-0.43375890047738475,8,4,1,0
2018-01-05 09:00:00,2018-01-05 09:00:00,24880.746773203136,1.459417610556799,9,4,1,0
2018-01-05 10:00:00,2018-01-05 10:00:00,21045.454923797606,5.789162970962542,10,4,1,0
2018-01-05 11:00:00,2018-01-05 11:00:00,24024.3844576336,2.236781202795179,11,4,1,0
2018-01-05 12:00:00,2018-01-05 12:00:00,23457.412070864124,3.223773551557426,12,4,1,0
2018-01-05 13:00:00,2018-01-05 13:00:00,22500.4957881692,3.173351868415879,13,4,1,0
2018-01-05 14:00:00,2018-01-05 14:00:00,26000.0,-0.7107983905035589,14,4,1,0
2018-01-05 15:00:00,2018-01-05 15:00:00,21722.853225181618,4.644293603745027,15,4,1,0
2018-01-05 16:00:00,2018-01-05 16:00:00,20405.673718698094,5.3410461603156,16,4,1,0
2018-01-05 17:00:00,2018-01-05 17:00:00,16557.348844565582,11.651421832116963,17,4,1,0
2018-01-05 18:00:00,2018-01-05 18:00:00,20684.389174316253,5.117789479020502,18,4,1,0
2018-01-05 19:00:00,2018-01-05 19:00:00,20148.79031060133,6.253498714001472,19,4,1,0
2018-01-05 20:00:00,2018-01-05 20:00:00,21419.678264400638,5.116318822483564,20,4,1,0
2018-01-05 21:00:00,2018-01-05 21:00:00,24353.219139788376,1.8078246071353061,21,4,1,0
2018-01-05 22:00:00,2018-01-05 22:00:00,18510.888844282836,6.968441880648827,22,4,1,0
2018-01-05 23:00:00,2018-01-05 23:00:00,19926.023587563905,5.270868210991647,23,4,1,0
2018-01-06 00:00:00,2018-01-06 00:00:00,20211.79228953523,4.59536017240897,0,5,1,1
2018-01-06 01:00:00,2018-01-06 01:00:00,25343.771451893917,-0.42893549707549217,1,5,1,1
2018-01-06 02:00:00,2018-01-06 02:00:00,19911.102468184294,4.63119418091099,2,5,1,1
2018-01-06 03:00:00,2018-01-06 03:00:00,26000.0,-2.998513312336875,3,5,1,1
2018-01-06 04:00:00,2018-01-06 04:00:00,23355.710654383663,1.4997356506069344,4,5,1,1
2018-01-06 05:00:00,2018-01-06 05:00:00,19894.48054325898,5.212273305335094,5,5,1,1
2018-01-06 06:00:00,2018-01-06 06:00:00,26000.0,-2.839178349635815,6,5,1,1
2018-01-06 07:00:00,2018-01-06 07:00:00,26000.0,-1.673100446543991,7,5,1,1
2018-01-06 08:00:00,2018-01-06 08:00:00,25865.892535380866,0.29474059878656866,8,5,1,1
2018-01-06 09:00:00,2018-01-06 09:00:00,26000.0,-0.7330458940657685,9,5,1,1
2018-01-06 10:00:00,2018-01-06 10:00:00,26000.0,-2.7264116609270665,10,5,1,1
2018-01-06 11:00:00,2018-01-06 11:00:00,24057.997782537714,2.048488693303131,11,5,1,1
2018-01-06 12:00:00,2018-01-06 12:00:00,26000.0,0.001078723350181665,12,5,1,1
2018-01-06 13:00:00,2018-01-06 13:00:00,21346.305744020858,4.620583975148011,13,5,1,1
2018-01-06 14:00:00,2018-01-06 14:00:00,23683.961769477482,1.8649010710729388,14,5,1,1
2018-01-06 15:00:00,2018-01-06 15:00:00,17956.00304864135,8.662942042280216,15,5,1,1
2018-01-06 16:00:00,2018-01-06 16:00:00,22580.723249116927,3.3100608306152814,16,5,1,1
2018-01-06 17:00:00,2018-01-06 17:00:00,20914.15787886671,4.766081835076086,17,5,1,1
2018-01-06 18:00:00,2018-01-06 18:00:00,18149.40137345544,7.710599617746309,18,5,1,1
2018-01-06 19:00:00,2018-01-06 19:00:00,23315.52342878324,2.5007798189618113,19,5,1,1
2018-01-06 20:00:00,2018-01-06 20:00:00,19774.876975772055,5.850253863434319,20,5,1,1
2018-01-06 21:00:00,2018-01-06 21:00:00,17886.08944818222,8.076077855032809,21,5,1,1
2018-01-06 22:00:00,2018-01-06 22:00:00,25613.613520128645,0.17157347363282227,22,5,1,1
2018-01-06 23:00:00,2018-01-06 23:00:00,20849.371739543247,3.931712398278483,23,5,1,1
2018-01-07 00:00:00,2018-01-07 00:00:00,21515.257268695976,3.3467747794597758,0,6,1,1
2018-01-07 01:00:00,2018-01-07 01:00:00,20259.999643596293,3.878573134021914,1,6,1,1
2018-01-07 02:00:00,2018-01-07 02:00:00,26000.0,-1.888490274162,2,6,1,1
2018-01-07 03:00:00,2018-01-07 03:00:00,26000.0,-2.715153844744345,3,6,1,1
2018-01-07 04:00:00,2018-01-07 04:00:00,23138.176039186117,1.417515376295722,4,6,1,1
2018-01-07 05:00:00,2018-01-07 05:00:00,25562.021976115888,0.5588596317293393,5,6,1,1
2018-01-07 06:00:00,2018-01-07 06:00:00,26000.0,0.34385341734486763,6,6,1,1
2018-01-07 07:00:00,2018-01-07 07:00:00,25538.332593914696,0.6894183086114984,7,6,1,1
2018-01-07 08:00:00,2018-01-07 08:00:00,26000.0,-1.5736006727922087,8,6,1,1
2018-01-07 09:00:00,2018-01-07 09:00:00,25508.32269238191,1.1873214253576203,9,6,1,1
2018-01-07 10:00:00,2018-01-07 10:00:00,23915.010022037353,1.964166995722351,10,6,1,1
2018-01-07 11:00:00,2018-01-07 11:00:00,26000.0,0.17263651972960647,11,6,1,1
2018-01-07 12:00:00,2018-01-07 12:00:00,19108.831954743684,7.402902964967739,12,6,1,1
2018-01-07 13:00:00,2018-01-07 13:00:00,21151.3171642949,4.703008709275683,13,6,1,1
2018-01-07 14:00:00,2018-01-07 14:00:00,25033.38995134765,1.2672212090454438,14,6,1,1
2018-01-07 15:00:00,2018-01-07 15:00:00,19429.96752748292,6.511703091536602,15,6,1,1
2018-01-07 16:00:00,2018-01-07 16:00:00,22209.67201884362,2.9138976286868887,16,6,1,1
2018-01-07 17:00:00,2018-01-07 17:00:00,18276.59146906888,7.621549537991883,17,6,1,1
2018-01-07 18:00:00,2018-01-07 18:00:00,18008.7609172992,8.65609254269483,18,6,1,1
2018-01-07 19:00:00,2018-01-07 19:00:00,21245.042569850302,3.6092264102928544,19,6,1,1
2018-01-07 20:00:00,2018-01-07 20:00:00,17664.27452113326,7.77323047879408,20,6,1,1
2018-01-07 21:00:00,2018-01-07 21:00:00,19254.83598575535,5.923553905323741,21,6,1,1
2018-01-07 22:00:00,2018-01-07 22:00:00,19101.481774608375,6.329007025737067,22,6,1,1
2018-01-07 23:00:00,2018-01-07 23:00:00,16952.281020494254,8.295879678419512,23,6,1,1
2018-01-08 00:00:00,2018-01-08 00:00:00,23041.980095341773,2.167561334753417,0,0,1,0
2018-01-08 01:00:00,2018-01-08 01:00:00,25176.783103936526,0.1238336925548782,1,0,1,0
2018-01-08 02:00:00,2018-01-08 02:00:00,26000.0,-0.9355471474493753,2,0,1,0
2018-01-08 03:00:00,2018-01-08 03:00:00,26000.0,-1.3689913694912343,3,0,1,0
2018-01-08 04:00:00,2018-01-08 04:00:00,26000.0,0.004648031612636966,4,0,1,0
2018-01-08 05:00:00,2018-01-08 05:00:00,24882.88835800137,0.7542128729846945,5,0,1,0
2018-01-08 06:00:00,2018-01-08 06:00:00,25965.466737421448,0.4944773778684022,6,0,1,0
2018-01-08 07:00:00,2018-01-08 07:00:00,25064.984198713064,1.9765790525531837,7,0,1,0
2018-01-08 08:00:00,2018-01-08 08:00:00,26000.0,0.24448301913849452,8,0,1,0
2018-01-08 09:00:00,2018-01-08 09:00:00,22040.296227299412,4.3262335028988055,9,0,1,0
2018-01-08 10:00:00,2018-01-08 10:00:00,25812.027236905233,0.6557487821572576,10,0,1,0
2018-01-08 11:00:00,2018-01-08 11:00:00,19073.079294974596,8.845036915137902,11,0,1,0
2018-01-08 12:00:00,2018-01-08 12:00:00,22476.969534075222,4.388927827244771,12,0,1,0
2018-01-08 13:00:00,2018-01-08 13:00:00,25016.959470956615,1.4620190792065366,13,0,1,0
2018-01-08 14:00:00,2018-01-08 14:00:00,24339.428864074795,1.65492901824192,14,0,1,0
2018-01-08 15:00:00,2018-01-08 15:00:00,20215.04113546204,6.163374122961782,15,0,1,0
2018-01-08 16:00:00,2018-01-08 16:00:00,21783.520698994605,4.879012514769426,16,0,1,0
2018-01-08 17:00:00,2018-01-08 17:00:00,18750.342979353896,7.526100551890413,17,0,1,0
2018-01-08 18:00:00,2018-01-08 18:00:00,19932.500435228063,7.030152513999185,18,0,1,0
2018-01-08 19:00:00,2018-01-08 19:00:00,20109.431344650955,5.566508306353067,19,0,1,0
2018-01-08 20:00:00,2018-01-08 20:00:00,22283.63497097437,3.335647721739628,20,0,1,0
2018-01-08 21:00:00,2018-01-08 21:00:00,24863.60579148163,1.1925188217701743,21,0,1,0
2018-01-08 22:00:00,2018-01-08 22:00:00,22617.685326367937,3.245797930131959,22,0,1,0
2018-01-08 23:00:00,2018-01-08 23:00:00,20128.156931480586,5.783316235860363,23,0,1,0
2018-01-09 00:00:00,2018-01-09 00:00:00,21967.254576152023,3.4048813116441385,0,1,1,0
2018-01-09 01:00:00,2018-01-09 01:00:00,26000.0,-1.0173642640090237,1,1,1,0
2018-01-09 02:00:00,2018-01-09 02:00:00,23313.993311771137,1.8101930277031943,2,1,1,0
2018-01-09 03:00:00,2018-01-09 03:00:00,23314.85332615136,1.723022740118491,3,1,1,0
2018-01-09 04:00:00,2018-01-09 04:00:00,26000.0,-1.922853221892113,4,1,1,0
2018-01-09 05:00:00,2018-01-09 05:00:00,26000.0,0.37522683393491046,5,1,1,0
2018-01-09 06:00:00,2018-01-09 06:00:00,26000.0,0.038046332428688184,6,1,1,0
2018-01-09 07:00:00,2018-01-09 07:00:00,26000.0,-2.8588376803227575,7,1,1,0
2018-01-09 08:00:00,2018-01-09 08:00:00,26000.0,1.196606755904311,8,1,1,0
2018-01-09 09:00:00,2018-01-09 09:00:00,24971.813325359228,2.1847125764948823,9,1,1,0
2018-01-09 10:00:00,2018-01-09 10:00:00,22820.90496661784,4.115564762318692,10,1,1,0
2018-01-09 11:00:00,2018-01-09 11:00:00,22343.35609298213,4.769857709920649,11,1,1,0
2018-01-09 12:00:00,2018-01-09 12:00:00,26000.0,-0.5284826354673098,12,1,1,0
2018-01-09 13:00:00,2018-01-09 13:00:00,25632.331873336756,1.3514743957597677,13,1,1,0
2018-01-09 14:00:00,2018-01-09 14:00:00,20729.68777275568,5.711065108608385,14,1,1,0
2018-01-09 15:00:00,2018-01-09 15:00:00,20501.291156728657,6.333167244303532,15,1,1,0
2018-01-09 16:00:00,2018-01-09 16:00:00,20079.34304497188,6.8169905339821435,16,1,1,0
2018-01-09 17:00:00,2018-01-09 17:00:00,15711.096819626966,15.464822394281352,17,1,1,0
2018-01-09 18:00:00,2018-01-09 18:00:00,19101.736750858734,7.3663715439227415,18,1,1,0
2018-01-09 19:00:00,2018-01-09 19:00:00,18822.9837982614,8.679773919401253,19,1,1,0
2018-01-09 20:00:00,2018-01-09 20:00:00,18337.120833374775,7.930108025519161,20,1,1,0
2018-01-09 21:00:00,2018-01-09 21:00:00,19127.79209435066,6.7007789330379985,21,1,1,0
2018-01-09 22:00:00,2018-01-09 22:00:00,21972.494729976497,3.6667683937938946,22,1,1,0
2018-01-09 23:00:00,2018-01-09 23:00:00,18921.044609383232,5.63279072248123,23,1,1,0
2018-01-10 00:00:00,2018-01-10 00:00:00,24839.08206963173,1.0308245144679975,0,2,1,0
2018-01-10 01:00:00,2018-01-10 01:00:00,23524.475855890338,1.598368895808321,1,2,1,0
2018-01-10 02:00:00,2018-01-10 02:00:00,25689.25089311145,0.2574566557823168,2,2,1,0
2018-01-10 03:00:00,2018-01-10 03:00:00,24992.780812225454,1.0582314858341575,3,2,1,0
2018-01-10 04:00:00,2018-01-10 04:00:00,19476.089519921545,6.1674456179596415,4,2,1,0
2018-01-10 05:00:00,2018-01-10 05:00:00,26000.0,-4.583048141947522,5,2,1,0
2018-01-10 06:00:00,2018-01-10 06:00:00,24359.753558501805,1.7025676721101448,6,2,1,0
2018-01-10 07:00:00,2018-01-10 07:00:00,26000.0,-3.938617112955524,7,2,1,0
2018-01-10 08:00:00,2018-01-10 08:00:00,26000.0,-0.7829150163639065,8,2,1,0
2018-01-10 09:00:00,2018-01-10 09:00:00,23654.855094958253,3.600095789688187,9,2,1,0
2018-01-10 10:00:00,2018-01-10 10:00:00,25786.012131462525,1.663796433643692,10,2,1,0
2018-01-10 11:00:00,2018-01-10 11:00:00,26000.0,-0.46365798752522247,11,2,1,0
2018-01-10 12:00:00,2018-01-10 12:00:00,25890.471176546936,1.2229744856929767,12,2,1,0
2018-01-10 13:00:00,2018-01-10 13:00:00,21484.489113097137,5.490765890168847,13,2,1,0
2018-01-10 14:00:00,2018-01-10 14:00:00,23811.656996320915,2.6934863822613675,14,2,1,0
2018-01-10 15:00:00,2018-01-10 15:00:00,21670.442938490465,5.685966311345753,15,2,1,0
2018-01-10 16:00:00,2018-01-10 16:00:00,20670.65576561525,5.739609788363764,16,2,1,0
2018-01-10 17:00:00,2018-01-10 17:00:00,22615.12339367085,4.300493019557407,17,2,1,0
2018-01-10 18:00:00,2018-01-10 18:00:00,17389.602808764153,11.395697012393157,18,2,1,0
2018-01-10 19:00:00,2018-01-10 19:00:00,18595.003628583185,7.522540147921597,19,2,1,0
2018-01-10 20:00:00,2018-01-10 20:00:00,26000.0,0.5793211248316315,20,2,1,0
2018-01-10 21:00:00,2018-01-10 21:00:00,20776.23488330473,5.635701718026965,21,2,1,0
2018-01-10 22:00:00,2018-01-10 22:00:00,22800.91954618186,2.8979315714735296,22,2,1,0
2018-01-10 23:00:00,2018-01-10 23:00:00,19700.09647884604,5.964098287839462,23,2,1,0
2018-01-11 00:00:00,2018-01-11 00:00:00,24468.98659064548,1.0794239857653318,0,3,1,0
2018-01-11 01:00:00,2018-01-11 01:00:00,23598.487608323878,2.0016035411954953,1,3,1,0
2018-01-11 02:00:00,2018-01-11 02:00:00,22095.811577200642,2.831553855816816,2,3,1,0
2018-01-11 03:00:00,2018-01-11 03:00:00,22678.93276730826,3.116345106149278,3,3,1,0
2018-01-11 04:00:00,2018-01-11 04:00:00,26000.0,-2.5213400332221143,4,3,1,0
2018-01-11 05:00:00,2018-01-11 05:00:00,26000.0,-0.6523457178005083,5,3,1,0
2018-01-11 06:00:00,2018-01-11 06:00:00,26000.0,-1.101462851085202,6,3,1,0
2018-01-11 07:00:00,2018-01-11 07:00:00,26000.0,-1.4409766382522458,7,3,1,0
2018-01-11 08:00:00,2018-01-11 08:00:00,22028.339750545612,4.909914723544787,8,3,1,0
2018-01-11 09:00:00,2018-01-11 09:00:00,24387.316524561047,1.9897285949243917,9,3,1,0
2018-01-11 10:00:00,2018-01-11 10:00:00,26000.0,-1.549367985307465,10,3,1,0
2018-01-11 11:00:00,2018-01-11 11:00:00,22487.034931751783,4.625294782688185,11,3,1,0
2018-01-11 12:00:00,2018-01-11 12:00:00,19113.78496124346,8.416750600913046,12,3,1,0
2018-01-11 13:00:00,2018-01-11 13:00:00,20831.336946000865,6.473251359093414,13,3,1,0
2018-01-11 14:00:00,2018-01-11 14:00:00,25954.340522478287,0.8214850253591459,14,3,1,0
2018-01-11 15:00:00,2018-01-11 15:00:00,22095.573264653296,4.034931871085689,15,3,1,0
2018-01-11 16:00:00,2018-01-11 16:00:00,18522.3886091135,8.89384546286804,16,3,1,0
2018-01-11 17:00:00,2018-01-11 17:00:00,22482.921695342735,4.261397759427507,17,3,1,0
2018-01-11 18:00:00,2018-01-11 18:00:00,20036.55926095347,7.246652976024007,18,3,1,0
2018-01-11 19:00:00,2018-01-11 19:00:00,18936.131301656744,7.9757853719277545,19,3,1,0
2018-01-11 20:00:00,2018-01-11 20:00:00,22778.03618452083,3.4264990362830767,20,3,1,0
2018-01-11 21:00:00,2018-01-11 21:00:00,21180.568395676528,5.122590090004258,21,3,1,0
2018-01-11 22:00:00,2018-01-11 22:00:00,26000.0,-3.448743194739764,22,3,1,0
2018-01-11 23:00:00,2018-01-11 23:00:00,24487.25177143262,1.3742630901175334,23,3,1,0
2018-01-12 00:00:00,2018-01-12 00:00:00,22622.9836726752,2.531712464019689,0,4,1,0
2018-01-12 01:00:00,2018-01-12 01:00:00,26000.0,-0.7284165839548398,1,4,1,0
2018-01-12 02:00:00,2018-01-12 02:00:00,19492.089007206956,5.752900307018624,2,4,1,0
2018-01-12 03:00:00,2018-01-12 03:00:00,26000.0,-2.5204203254315325,3,4,1,0
2018-01-12 04:00:00,2018-01-12 04:00:00,26000.0,-0.5175446765613734,4,4,1,0
2018-01-12 05:00:00,2018-01-12 05:00:00,25549.15116114894,0.6141138747966297,5,4,1,0
2018-01-12 06:00:00,2018-01-12 06:00:00,22461.757038498865,3.7926281601785257,6,4,1,0
2018-01-12 07:00:00,2018-01-12 07:00:00,26000.0,-3.2935750263506054,7,4,1,0
2018-01-12 08:00:00,2018-01-12 08:00:00,23653.738580031804,3.508111756071433,8,4,1,0
2018-01-12 09:00:00,2018-01-12 09:00:00,26000.0,1.106969513947799,9,4,1,0
2018-01-12 10:00:00,2018-01-12 10:00:00,26000.0,-0.746627945666489,10,4,1,0
2018-01-12 11:00:00,2018-01-12 11:00:00,23480.48752371412,3.5903895660933753,11,4,1,0
2018-01-12 12:00:00,2018-01-12 12:00:00,23383.49414113571,3.713689442977,12,4,1,0
2018-01-12 13:00:00,2018-01-12 13:00:00,23961.55317389068,2.4964151869783615,13,4,1,0
2018-01-12 14:00:00,2018-01-12 14:00:00,21880.438731143317,4.899473347499734,14,4,1,0
