ds,demand_mw,temperature,is_weekend,month,dayofweek
2018-03-22,16265.766566334603,18.63082951489601,0,3,3
2018-03-23,16177.492175927533,19.272972605438692,0,3,4
2018-03-24,15579.216073564021,19.381769489034326,1,3,5
2018-03-25,15379.919160666419,18.890419682888517,1,3,6
2018-03-26,16315.907658204063,19.686568203427154,0,3,0
2018-03-27,16017.827344019286,19.674122959863944,0,3,1
2018-03-28,15807.226858422344,19.88888140277167,0,3,2
2018-03-29,15993.626581317321,20.561284149395362,0,3,3
2018-03-30,16113.407528729333,20.89602828186653,0,3,4
2018-03-31,15481.600439157753,20.836974510785762,1,3,5
2018-04-01,15725.564886424492,21.645865081355026,1,4,6
2018-04-02,16052.14793139023,21.589274445151375,0,4,0
2018-04-03,16110.05972625478,22.01132685423747,0,4,1
2018-04-04,16217.789886463574,21.999884705517548,0,4,2
2018-04-05,15998.539968927013,22.115460453948398,0,4,3
2018-04-06,16298.420496122048,22.925597804217805,0,4,4
2018-04-07,16163.692478173689,24.199356960787426,1,4,5
2018-04-08,15857.321888105742,23.42936149504649,1,4,6
2018-04-09,16440.632592351187,23.322791129200283,0,4,0
2018-04-10,15860.411999480106,22.63031369483652,0,4,1
2018-04-11,16855.318377693508,24.55169885677553,0,4,2
2018-04-12,16676.59435677448,24.415360988945807,0,4,3
2018-04-13,16941.174266146325,25.02500201588261,0,4,4
2018-04-14,16205.269168148292,24.846047873174157,1,4,5
2018-04-15,16310.695434412584,25.057411813453854,1,4,6
2018-04-16,16958.521483571043,25.75006834900205,0,4,0
2018-04-17,17117.65842026129,25.445147942007562,0,4,1
2018-04-18,17563.777157165652,26.51307277334261,0,4,2
2018-04-19,17155.82258362818,25.65126786193699,0,4,3
2018-04-20,18054.435381026575,27.41596929869573,0,4,4
2018-04-21,16827.915656261022,26.44465177192762,1,4,5
2018-04-22,16677.832939936456,26.450035116547422,1,4,6
2018-04-23,18734.381347814335,28.34048372778935,0,4,0
2018-04-24,18658.55111263274,28.174987003195145,0,4,1
2018-04-25,18219.666589568955,27.79061373979003,0,4,2
2018-04-26,17661.78342208808,27.386004239656188,0,4,3
2018-04-27,17797.048477568755,27.35649150903104,0,4,4
2018-04-28,18041.544419286536,28.637504348312632,1,4,5
2018-04-29,18092.08799019591,28.778033009750274,1,4,6
2018-04-30,18104.817914452837,28.244217696226553,0,4,0
2018-05-01,18498.644173984256,28.5331880809496,0,5,1
2018-05-02,19160.048724884182,29.53292275930302,0,5,2
2018-05-03,19005.86259098759,29.43118820279554,0,5,3
2018-05-04,19221.585055527645,29.579628428118028,0,5,4
2018-05-05,19040.02351165318,30.1320966883207,1,5,5
2018-05-06,18364.803014822755,29.404483475616264,1,5,6
2018-05-07,19224.80192736945,29.56142675403323,0,5,0
2018-05-08,19781.692642530597,30.32173215284745,0,5,1
2018-05-09,19995.01514728912,30.823756732141167,0,5,2
2018-05-10,20157.16570148953,31.03733135506526,0,5,3
2018-05-11,19987.35825416645,30.71423854464254,0,5,4
2018-05-12,19017.332130048668,30.07258115530664,1,5,5
2018-05-13,19880.17901423832,31.36079232737309,1,5,6
2018-05-14,21287.98283912955,32.0603204679143,0,5,0
2018-05-15,20566.033641598882,31.549394161663113,0,5,1
2018-05-16,21302.698264300117,32.443008153595194,0,5,2
2018-05-17,21259.04630520283,32.319321729746214,0,5,3
2018-05-18,21209.804221945913,32.30447121026972,0,5,4
2018-05-19,21162.024564056268,32.78429302210002,1,5,5
2018-05-20,20788.1384958534,32.563209735938706,1,5,6
2018-05-21,21241.58136502872,32.457002418858515,0,5,0
2018-05-22,21768.048874857883,33.09460110461766,0,5,1
2018-05-23,22146.195294208228,33.47105060492025,0,5,2
2018-05-24,21605.502009347107,32.85680751830096,0,5,3
2018-05-25,21919.600038923683,33.274494007661126,0,5,4
2018-05-26,21219.05651828654,33.099493125865415,1,5,5
2018-05-27,21034.09123541316,33.167866786106735,1,5,6
2018-05-28,22640.18729803071,34.07707718939946,0,5,0
2018-05-29,22550.81110029781,33.996688766740064,0,5,1
2018-05-30,22458.575540440146,34.21383193667219,0,5,2
2018-05-31,22219.02239718562,33.779644088820525,0,5,3
2018-06-01,22451.276306414456,33.70950041042982,0,6,4
2018-06-02,22613.9148997703,34.59754097686478,1,6,5
2018-06-03,22630.50185587442,35.07819046000407,1,6,6
2018-06-04,22758.34369860019,34.72216616963548,0,6,0
2018-06-05,22602.770740533102,33.74683294232991,0,6,1
2018-06-06,22738.577318414522,34.22725760929723,0,6,2
2018-06-07,22112.098776965246,33.559180392518506,0,6,3
2018-06-08,21895.1919255837,33.37421679785089,0,6,4
2018-06-09,22313.964618824608,34.35180506822042,1,6,5
2018-06-10,22363.763906341712,34.30119838206316,1,6,6
2018-06-11,22615.6547761993,34.11950046959688,0,6,0
2018-06-12,23338.864752259295,35.105136579012076,0,6,1
2018-06-13,23284.68421273401,35.269651082928554,0,6,2
2018-06-14,22954.773749244818,34.82581341500563,0,6,3
2018-06-15,23610.98741046619,35.8902473033825,0,6,4
2018-06-16,21591.238673873257,33.78687280493633,1,6,5
2018-06-17,22319.425862511493,34.583446795103534,1,6,6
2018-06-18,22987.504922774224,34.87106534929148,0,6,0
2018-06-19,23153.627822390667,34.62839677057879,0,6,1
2018-06-20,23668.711990744032,35.31068215207812,0,6,2
2018-06-21,23051.11910609351,34.98424395313098,0,6,3
2018-06-22,23646.824830624275,35.3722770760987,0,6,4
2018-06-23,22216.53148140648,34.49567029090331,1,6,5
2018-06-24,22031.9101560719,34.44607731650496,1,6,6
2018-06-25,22138.468231634557,33.986018155137245,0,6,0
2018-06-26,23154.031744990585,35.06001429616784,0,6,1
2018-06-27,23247.485409391917,34.99841145892285,0,6,2
2018-06-28,22604.979170000337,34.49241999265221,0,6,3
2018-06-29,22303.77547923899,33.95115342592313,0,6,4
2018-06-30,22981.446033418877,35.09915576868794,1,6,5
2018-07-01,22122.272089674985,34.41008886690971,1,7,6
2018-07-02,22747.577854432388,34.291800507912434,0,7,0
2018-07-03,22944.237829175207,34.51685673071413,0,7,1
2018-07-04,22124.034734302277,33.78583045250717,0,7,2
2018-07-05,22886.582183504885,34.77310133430915,0,7,3
2018-07-06,22778.12197779215,34.65465899483676,0,7,4
2018-07-07,21836.325321463362,34.06119940077621,1,7,5
2018-07-08,22230.267128521435,34.50798497411304,1,7,6
2018-07-09,22524.337129715965,34.35159750299535,0,7,0
2018-07-10,22361.774168887943,34.2009091782341,0,7,1
2018-07-11,22508.459872454652,34.54298042854486,0,7,2
2018-07-12,21857.98203640732,33.70041530015545,0,7,3
2018-07-13,22107.88916286142,33.54725478851784,0,7,4
2018-07-14,21509.16958019304,33.78005939965365,1,7,5
2018-07-15,21207.48650602674,33.36554613318142,1,7,6
2018-07-16,22174.511094043573,34.06204695812066,0,7,0
2018-07-17,21810.23816281323,33.55699803923715,0,7,1
2018-07-18,21370.19917429568,32.98669922156067,0,7,2
2018-07-19,20628.28280050608,32.144353549153784,0,7,3
2018-07-20,20852.05198514556,32.57253394309577,0,7,4
2018-07-21,20391.719151289148,32.697908679291515,1,7,5
2018-07-22,20936.373861970136,33.25375381694023,1,7,6
2018-07-23,20341.903752745264,32.2554266901283,0,7,0
2018-07-24,20739.710161779945,32.34520850348982,0,7,1
2018-07-25,21130.319676482217,32.75229303210791,0,7,2
2018-07-26,20574.210631927996,32.37804979607215,0,7,3
2018-07-27,20164.869010967162,31.90156325605379,0,7,4
2018-07-28,19518.75542071061,32.04166163200594,1,7,5
2018-07-29,20059.909568542324,32.327438242984094,1,7,6
2018-07-30,19360.99206400982,31.103319903947476,0,7,0
2018-07-31,19945.576845925367,31.823107865645316,0,7,1
2018-08-01,19222.23406369153,30.921274393346625,0,8,2
2018-08-02,18808.733614546993,30.670415719602104,0,8,3
2018-08-03,19058.169092514854,31.191267727730132,0,8,4
2018-08-04,17665.12381089441,29.905909486892863,1,8,5
2018-08-05,18169.95940095759,30.488529599427867,1,8,6
2018-08-06,18677.207430788374,30.50991938811914,0,8,0
2018-08-07,17740.123190098748,29.618795109881535,0,8,1
2018-08-08,18027.858534627852,29.83431097335394,0,8,2
2018-08-09,18304.73602533495,30.30904126033352,0,8,3
2018-08-10,17234.192179000005,28.924732174742903,0,8,4
2018-08-11,16091.510775436813,28.27841089376726,1,8,5
2018-08-12,16259.52050458193,28.283235052509834,1,8,6
2018-08-13,16704.23466654069,28.191880736871127,0,8,0
2018-08-14,16084.849705626199,27.722570901650524,0,8,1
2018-08-15,16317.438372049508,27.89535422430977,0,8,2
2018-08-16,16250.139065223966,28.026553734340265,0,8,3
2018-08-17,16395.79100950384,28.022955641297894,0,8,4
2018-08-18,15167.520747744924,26.957409290733455,1,8,5
2018-08-19,15748.07434183359,27.7946322399409,1,8,6
2018-08-20,15730.125773277758,27.334033223460494,0,8,0
2018-08-21,15496.104580482766,26.475181129198244,0,8,1
2018-08-22,15279.163694197196,26.581117230124388,0,8,2
2018-08-23,15200.879395437392,26.384026782360618,0,8,3
2018-08-24,14821.50062631438,25.972472564263736,0,8,4
2018-08-25,14067.331282981904,25.80062311827247,1,8,5
2018-08-26,13675.982815494777,25.09140399524284,1,8,6
2018-08-27,14178.747318009811,24.816596497012924,0,8,0
2018-08-28,13918.425320516042,24.456490259275995,0,8,1
2018-08-29,14091.093437261072,24.637558792243933,0,8,2
2018-08-30,14147.34922781655,24.398330186898196,0,8,3
2018-08-31,13724.209687038814,24.167233532459804,0,8,4
2018-09-01,12739.326115044927,22.848015795311326,1,9,5
2018-09-02,12467.402114725248,22.69297341608126,1,9,6
2018-09-03,13104.269610986717,22.574676644573888,0,9,0
2018-09-04,13078.777672895661,22.725456717930502,0,9,1
2018-09-05,12947.120026912795,22.810977113796024,0,9,2
2018-09-06,13156.440656517618,23.214299098334777,0,9,3
2018-09-07,12817.48273404334,23.02165638045817,0,9,4
2018-09-08,12320.47272717717,22.34785154256643,1,9,5
2018-09-09,12215.22556951162,21.644999952693677,1,9,6
2018-09-10,12729.011419807743,22.42944367314355,0,9,0
2018-09-11,12100.091658455613,21.3073617281269,0,9,1
2018-09-12,12354.170518448533,20.60310282085823,0,9,2
2018-09-13,12298.365662141992,20.831054345143755,0,9,3
2018-09-14,12001.655955345768,20.030115792795804,0,9,4
2018-09-15,11581.313006180599,20.258663438941827,1,9,5
2018-09-16,11542.328287886356,19.108263430209014,1,9,6
2018-09-17,11705.303015724488,19.4167477628711,0,9,0
2018-09-18,11745.034554214764,19.413894800357678,0,9,1
2018-09-19,11726.46536830476,19.049896338737952,0,9,2
2018-09-20,11836.18669353606,18.671509126218762,0,9,3
2018-09-21,11567.050193217787,18.866193712357422,0,9,4
2018-09-22,11138.9113249337,17.44735800278502,1,9,5
2018-09-23,11195.955533413537,18.39793474826439,1,9,6
2018-09-24,11793.3027121469,17.255228180556283,0,9,0
2018-09-25,11646.010662860846,16.861514392062414,0,9,1
2018-09-26,11810.85216844811,15.597296249690139,0,9,2
2018-09-27,11621.16094477917,15.887427267856205,0,9,3
2018-09-28,11724.200425157096,16.56020704953372,0,9,4
2018-09-29,10958.413811471766,16.52188851438665,1,9,5
2018-09-30,11047.677083754692,15.450988997588846,1,9,6
2018-10-01,11448.086504339612,16.409852674136758,0,10,0
2018-10-02,12008.951051410788,14.741874456275214,0,10,1
2018-10-03,11876.760552786684,15.026234557566331,0,10,2
2018-10-04,12035.429604454011,14.056549572785018,0,10,3
2018-10-05,11845.43992405679,14.265171130042951,0,10,4
2018-10-06,11310.768186754596,13.784080769479266,1,10,5
2018-10-07,11612.290127493927,14.219506458553772,1,10,6
2018-10-08,12269.68408440479,13.52207394602577,0,10,0
2018-10-09,12421.310349762585,13.255509451128574,0,10,1
2018-10-10,12268.095649376652,13.003526010162025,0,10,2
2018-10-11,12419.38123453123,12.27440646317457,0,10,3
2018-10-12,12654.839388322043,11.883657068926938,0,10,4
2018-10-13,11609.657080772355,12.928269512798652,1,10,5
2018-10-14,12232.775562042501,11.3115540556021,1,10,6
2018-10-15,12986.84808307011,11.25473835658971,0,10,0
2018-10-16,12890.60692332719,11.37303300879802,0,10,1
2018-10-17,13140.366308594517,11.273130834503675,0,10,2
2018-10-18,12993.064820396721,11.572129143035113,0,10,3
2018-10-19,12994.308558566498,11.357097935121756,0,10,4
2018-10-20,12511.08447946496,10.810964177531142,1,10,5
2018-10-21,13394.647624881674,9.710227540890424,1,10,6
2018-10-22,13349.103637726725,10.76548462306606,0,10,0
2018-10-23,14173.477278813045,9.39673198865234,0,10,1
2018-10-24,14387.450982968912,9.07346808844749,0,10,2
2018-10-25,14439.476103603702,9.05709769508846,0,10,3
2018-10-26,14390.654783056967,8.973531335985642,0,10,4
2018-10-27,13899.733932225461,8.818417118446197,1,10,5
2018-10-28,14318.050489937023,8.680135103726156,1,10,6
2018-10-29,14633.470490241814,8.215040203258,0,10,0
2018-10-30,14600.09299222802,8.648808479389121,0,10,1
2018-10-31,15048.340678497092,8.033772845051772,0,10,2
2018-11-01,16062.486540476886,6.803589993982591,0,11,3
2018-11-02,14878.509556782134,8.359502977077314,0,11,4
2018-11-03,15022.054746471089,7.617294722853649,1,11,5
2018-11-04,14831.264694883619,7.439667759897998,1,11,6
2018-11-05,16048.609753879426,7.057565488025904,0,11,0
2018-11-06,16991.924056497777,5.751988092311396,0,11,1
2018-11-07,16483.050183994703,6.387448902114259,0,11,2
2018-11-08,16442.816364645278,6.538412985549854,0,11,3
2018-11-09,17181.364672758496,5.940465833801501,0,11,4
2018-11-10,16853.348969759987,5.384997713071861,1,11,5
2018-11-11,16308.350706135074,6.034673970662965,1,11,6
2018-11-12,18061.513092882848,4.86703940114428,0,11,0
2018-11-13,18117.536332695996,4.904549220331239,0,11,1
2018-11-14,18056.332820216212,4.930275166536415,0,11,2
2018-11-15,18243.055817048447,4.953938662890558,0,11,3
2018-11-16,18946.108513897903,4.099788867583659,0,11,4
2018-11-17,17279.195035716097,5.423894593261523,1,11,5
2018-11-18,18337.161627136946,4.308918341662898,1,11,6
2018-11-19,17959.814351002176,5.31730546097634,0,11,0
2018-11-20,18344.7016589587,4.989536804025651,0,11,1
2018-11-21,19336.99370903326,4.003391023562424,0,11,2
2018-11-22,19361.524467314965,3.882872001876511,0,11,3
2018-11-23,19258.395627402213,4.184470068531575,0,11,4
2018-11-24,19190.554780766448,3.5892949847895967,1,11,5
2018-11-25,19234.9173533203,3.666875870872564,1,11,6
2018-11-26,20106.34487753532,3.3068737441199754,0,11,0
2018-11-27,19938.13587606327,3.718426926352881,0,11,1
2018-11-28,19651.816139635375,3.895845463465052,0,11,2
2018-11-29,20363.569494745134,3.3618314811163406,0,11,3
2018-11-30,19466.584217103013,4.336613476064818,0,11,4
2018-12-01,20685.271971579856,2.3419615390298882,1,12,5
2018-12-02,21061.663231007726,2.2113833993694585,1,12,6
2018-12-03,21184.853917008277,2.6878140649795164,0,12,0
2018-12-04,21832.078688652415,2.222674475545782,0,12,1
2018-12-05,21847.21471493461,2.2683669623946057,0,12,2
2018-12-06,21985.586356544158,2.0605864532320157,0,12,3
2018-12-07,20870.133003947743,3.0895829337948117,0,12,4
2018-12-08,20959.62987189677,2.6222800436825313,1,12,5
2018-12-09,21513.401775331735,2.082685709398413,1,12,6
2018-12-10,22113.639030021648,2.280324864357651,0,12,0
2018-12-11,21991.600402338267,2.3438566602458923,0,12,1
2018-12-12,21212.64349789008,2.8212622403722047,0,12,2
2018-12-13,21859.179739911484,2.6495831160549996,0,12,3
2018-12-14,22431.567138702045,2.134983838805745,0,12,4
2018-12-15,21630.646884522164,2.244835883538751,1,12,5
2018-12-16,21906.09604509243,2.3288456556181267,1,12,6
2018-12-17,22418.31994840487,1.9349011180918947,0,12,0
2018-12-18,22572.69623219322,1.9592241773587233,0,12,1
2018-12-19,22938.942063190087,1.6812761357197878,0,12,2
2018-12-20,22609.34449012871,1.9759018863960218,0,12,3
2018-12-21,22140.96960474171,2.541949290427315,0,12,4
2018-12-22,22452.322414491206,1.853987516160401,1,12,5
2018-12-23,21807.709630730656,2.6180610487380602,1,12,6
2018-12-24,23446.605714998514,1.503581980900882,0,12,0
2018-12-25,22805.312314481023,2.2006799293894654,0,12,1
2018-12-26,22911.70954892924,2.371235315270137,0,12,2
2018-12-27,22655.620186344324,2.2511032148442314,0,12,3
2018-12-28,23029.783040973707,2.4884377567414138,0,12,4
2018-12-29,22069.989052208562,2.89657898706147,1,12,5
2018-12-30,22876.096553549025,2.260461086491393,1,12,6
2018-12-31,22597.74524477545,2.687181519315734,0,12,0
2019-01-01,22987.148700205584,2.693000677749824,0,1,1
2019-01-02,23393.590013832858,1.6400423215720676,0,1,2
2019-01-03,23211.356604929508,2.6143265048207383,0,1,3
2019-01-04,23537.871433904107,2.196607399493656,0,1,4
2019-01-05,23265.730852097447,1.8040235677794028,1,1,5
2019-01-06,22945.75436483473,2.524623175328889,1,1,6
2019-01-07,23356.33986412304,2.403521138623464,0,1,0
2019-01-08,23096.093627346894,3.0460604837611704,0,1,1
2019-01-09,23058.07907771433,3.0480519952204066,0,1,2
2019-01-10,22448.972900178003,3.730429476043479,0,1,3
2019-01-11,23100.746353814106,2.716606798761882,0,1,4
2019-01-12,22416.02923882402,3.300415260708204,1,1,5
2019-01-13,22464.052334434175,3.13501561108438,1,1,6
2019-01-14,22187.464695689832,4.141826312943377,0,1,0
2019-01-15,22157.221560028076,4.506261998362617,0,1,1
2019-01-16,22633.315522222223,3.801621508411683,0,1,2
2019-01-17,22893.226182714643,3.9736813789422776,0,1,3
2019-01-18,23029.155333180242,3.470899326692919,0,1,4
2019-01-19,22249.940925518105,3.653262875740321,1,1,5
2019-01-20,22680.896507061483,3.4153170779945703,1,1,6
2019-01-21,22718.96870202512,3.947623852280072,0,1,0
2019-01-22,22438.627502200765,4.258868884362796,0,1,1
2019-01-23,22014.256450100478,4.96716300743063,0,1,2
2019-01-24,22530.711949499968,4.340348046171462,0,1,3
2019-01-25,21924.984225546305,5.2497968058643645,0,1,4
2019-01-26,21587.692954442507,4.76657198953984,1,1,5
2019-01-27,20891.95457984838,5.684235352134429,1,1,6
2019-01-28,21874.529900098045,5.475540922696147,0,1,0
2019-01-29,22123.177998521922,5.153345910874487,0,1,1
2019-01-30,21558.42028049099,5.873526854647108,0,1,2
2019-01-31,21547.001461675747,6.131050041956496,0,1,3
2019-02-01,21008.44987551791,6.7964196049723,0,2,4
2019-02-02,20770.280159765924,6.279733531164143,1,2,5
2019-02-03,20772.57110865464,6.371589984630859,1,2,6
2019-02-04,21200.57782071749,6.495249644541803,0,2,0
2019-02-05,20898.95954075814,6.6758033106943,0,2,1
2019-02-06,20715.09728028438,7.230712540407094,0,2,2
2019-02-07,20027.55951270125,7.996318994198913,0,2,3
2019-02-08,20823.52217252976,7.2802408524268385,0,2,4
2019-02-09,19721.802085451513,7.640183783786438,1,2,5
2019-02-10,19914.845571178546,7.645934303297861,1,2,6
2019-02-11,20236.758862247498,8.070339263438067,0,2,0
2019-02-12,20218.077095761593,8.026909102626325,0,2,1
2019-02-13,19661.63240443232,8.69669600735801,0,2,2
2019-02-14,20153.249832202888,8.474750917252011,0,2,3
2019-02-15,19663.305202646054,9.053968002509016,0,2,4
2019-02-16,18667.00462150152,9.356133886750879,1,2,5
2019-02-17,18281.41116165923,10.445758515078015,1,2,6
2019-02-18,19035.19699808065,9.681621249659008,0,2,0
2019-02-19,19001.087761916904,10.069364842826046,0,2,1
2019-02-20,18771.154708173894,10.280981563522817,0,2,2
2019-02-21,19074.3549682361,10.096452968518443,0,2,3
2019-02-22,18283.790197682214,11.562302376850765,0,2,4
2019-02-23,17857.371590895495,10.714673047632816,1,2,5
2019-02-24,17772.656758281144,11.004985914528918,1,2,6
2019-02-25,18424.563179663495,11.419197830874781,0,2,0
2019-02-26,18192.52137666312,11.656701604873874,0,2,1
2019-02-27,18466.890635083415,10.915680231708592,0,2,2
2019-02-28,18107.622099314576,12.236268258384918,0,2,3
2019-03-01,17577.787077075274,13.533171910591113,0,3,4
2019-03-02,17132.308681187842,12.765347031468162,1,3,5
2019-03-03,17074.070093467144,13.010042744638993,1,3,6
2019-03-04,17296.409943438055,13.56695107348189,0,3,0
2019-03-05,16966.984794153836,13.866914652919917,0,3,1
2019-03-06,17150.47273138096,14.53953580141328,0,3,2
2019-03-07,17084.45136459414,14.08260360785786,0,3,3
2019-03-08,16971.776177560245,14.481768492647987,0,3,4
2019-03-09,16319.12612559364,15.097296807525714,1,3,5
2019-03-10,16113.922106794525,15.112336587887198,1,3,6
2019-03-11,16589.877150865796,15.681033941306046,0,3,0
2019-03-12,16736.42335425539,15.448232191494094,0,3,1
2019-03-13,16606.94518042149,16.320412721401865,0,3,2
2019-03-14,16613.525795850197,15.701131706770047,0,3,3
2019-03-15,16499.613185171398,16.113589073877908,0,3,4
2019-03-16,16039.512100300557,16.107416141961824,1,3,5
2019-03-17,15771.48523739728,16.904131789816937,1,3,6
2019-03-18,16324.702990764059,17.246837431237537,0,3,0
2019-03-19,16302.821405627614,18.598719668636143,0,3,1
2019-03-20,16244.735865738512,17.251993941250518,0,3,2
2019-03-21,16097.706493123607,18.318188224794074,0,3,3
2019-03-22,16331.917437364717,18.47061106066863,0,3,4
2019-03-23,15542.632013804488,18.21579299822,1,3,5
2019-03-24,15732.498803551587,17.832206892431827,1,3,6
2019-03-25,16636.43012261735,20.256464824201974,0,3,0
2019-03-26,16079.531010996645,19.207709755038703,0,3,1
2019-03-27,16105.91187153417,19.715281986237763,0,3,2
2019-03-28,15949.427109935612,19.800206870989193,0,3,3
2019-03-29,16136.313862295656,20.09745534014741,0,3,4
2019-03-30,15702.737772324297,20.89341351480041,1,3,5
2019-03-31,15103.32603946037,19.706052311034135,1,3,6
2019-04-01,16101.960439373359,20.696077473309426,0,4,0
2019-04-02,16122.565539709578,21.361400271416315,0,4,1
2019-04-03,16597.046774711627,22.61209360670662,0,4,2
2019-04-04,16236.440171600587,22.20383145436603,0,4,3
2019-04-05,16126.853725867019,22.189618764689623,0,4,4
2019-04-06,15648.345950621757,22.603153249904693,1,4,5
2019-04-07,16182.96312097327,23.1723473788779,1,4,6
2019-04-08,16302.01441400047,22.686754894362597,0,4,0
2019-04-09,16549.678636327688,23.827429565245325,0,4,1
2019-04-10,16586.818488986526,23.410245786794423,0,4,2
2019-04-11,16784.961573556335,24.151480335631998,0,4,3
2019-04-12,16704.569365601215,24.13838718150028,0,4,4
2019-04-13,16543.95289943158,25.191047704025284,1,4,5
2019-04-14,16360.458521697008,25.19929189205827,1,4,6
2019-04-15,17258.897153055255,25.35625975297552,0,4,0
2019-04-16,16952.717266363914,24.935299951170894,0,4,1
2019-04-17,17145.272970840317,25.242295980603547,0,4,2
2019-04-18,17383.23671847919,26.12571097309316,0,4,3
2019-04-19,17421.1046905047,26.28211830009046,0,4,4
2019-04-20,16460.24811234742,25.892726269826483,1,4,5
2019-04-21,16882.359833771672,26.393323163502426,1,4,6
2019-04-22,17309.822280977125,25.843982885085126,0,4,0
2019-04-23,18007.424161730127,27.370738702558985,0,4,1
2019-04-24,17681.25232206762,26.9749921951845,0,4,2
